PMID,SigID,Primary Search Query,Additional Searches,Other Terms,,
15846300,15846300-SuppTable2,Stomach,,,,
15846300,15846300-Table3,Stomach,,,,
15846300,15846300-Table2c,Stomach,,,,
15846300,15846300-Table2a,Stomach,,,,
15846300,15846300-Table2b,Stomach,,,,
15846300,15846300-SuppTable1,Stomach,,,,
15846300,15846300-SuppTable3,Stomach,,,,
15846300,15846300-SuppTable4,Stomach,,,,
15856041,15856041-Figure1,Testicular,,,,
15856041,15856041-FileS1,Testicular,,,,
15857508,15857508-Table3,Mycobacterium,,,,
15857508,15857508-Table4,Mycobacterium,,,,
15860227,15860227-Table1b,Immune,,,,
15860227,15860227-Table1a,Immune,,,,
15860665,15860665-Table2,Leukemia,,,,
15860665,15860665-Table1,Leukemia,,,,
15867264,15867264-Table2,Pancreas,,,,
15867790,15867790-Table1,Heart,,,,
15869706,15869706-Table3,Cervical,,,,
15869706,15869706-TableS2,Cervical,,,,
15870177,15870177-FigureS3,Viral,,,,
15870177,15870177-FigureS2,Viral,,,,
15870177,15870177-FigureS4,Viral,,,,
15870177,15870177-TableS1b,Viral,,,,
15870177,15870177-TableS1a,Viral,,,,
15870693,15870693-SuppTable1,Stem Cell,,,,
15876249,15876249-Appendix1,Lymphoma,,,,
15876354,15876354-Table4,Viral,,,,
15884129,15884129-Table1,Liver,,,,
15884129,15884129-Table2,Liver,,,,
15885264,15885264-Table1,Lung not cancer,,,,
15885264,15885264-Table2,Lung not cancer,,,,
15886297,15886297-Table1,Endometrial,,,,
15888489,15888489-Table1,Brain,,,,
15892885,15892885-tableS1b,Prostate,,,,
15892885,15892885-tableS1a,Prostate,,,,
15892885,15892885-tableS1c,Prostate,,,,
15895078,15895078-Table1,Stem Cell,,,,
15895078,15895078-Table2,Stem Cell,,,,
15895078,15895078-FigureS2,Stem Cell,,,,
15896717,15896717-Table4,Leukemia,,,,
15896717,15896717-Table3,Leukemia,,,,
15896717,15896717-Table8,Leukemia,,,,
15896717,15896717-Table6,Leukemia,,,,
15896717,15896717-Table5,Leukemia,,,,
15896717,15896717-Table7,Leukemia,,,,
15897243,15897243-Table1,Lymphoma,Leukemia,,,
15897565,15897565-Table2,Ovarian,,,,
15897868,15897868-Table2d,Lung,,,,
15897868,15897868-Table2c,Lung,,,,
15897868,15897868-Table2a,Lung,,,,
15897868,15897868-Table2b,Lung,,,,
15897887,15897887-Table2,Pancreas,,,,
15897889,15897889-Table2,Skin,,,,
15897889,15897889-Table4,Skin,,,,
15897907,15897907-SuppTable5,Breast,,,,
15897907,15897907-SuppTable2,Breast,,,,
15897992,15897992-Figure1,Mycobacterium,,,,
15897992,15897992-Table5,Mycobacterium,,,,
15899795,15899795-SuppTable3,Breast,,,,
15899800,15899800-TableS1,Breast,,,,
15900300,15900300-Table3,Skin,,,,
15901920,15901920-Table7,Testicular,,,,
15901920,15901920-Table3,Testicular,,,,
15901920,15901920-Table8,Testicular,,,,
15901920,15901920-Table4,Testicular,,,,
15901920,15901920-Table6,Testicular,,,,
15901920,15901920-Table5,Testicular,,,,
15901920,15901920-Table2,Testicular,,,,
15902281,15902281-TableS1a,Leukemia,,,,
15902281,15902281-TableS1e,Leukemia,,,,
15902281,15902281-TableS1d,Leukemia,,,,
15902281,15902281-TableS1b,Leukemia,,,,
15902281,15902281-TableS1c,Leukemia,,,,
15904477,15904477-Table2a,Mycobacterium,,,,
15904477,15904477-Table2b,Mycobacterium,,,,
15904477,15904477-Table3,Mycobacterium,,,,
15904477,15904477-Table4a,Mycobacterium,,,,
15904477,15904477-Table4b,Mycobacterium,,,,
15904477,15904477-Table5,Mycobacterium,,,,
15905330,15905330-Table1,Lung,,,,
15906272,15906272-Table1,Stem Cell,,,,
15906272,15906272-Table4,Stem Cell,,,,
15906272,15906272-Table2,Stem Cell,,,,
15906272,15906272-Table5,Stem Cell,,,,
15908647,15908647-SuppTable2,Breast,,,,
15908663,15908663-Table1,Colon,,,,
15914563,15914563-Table6,Lymphoma,,,,
15914563,15914563-Table1,Lymphoma,,,,
15917480,15917480-table5,Stem Cell,,,,
15917480,15917480-table4,Stem Cell,,,,
15919778,15919778-Table2,Embryo,,,,
15923633,15923633-Table2,Bone Marrow,,,,
15930270,15930270-Table3,Breast,,,,
15930270,15930270-Table2,Breast,,,,
15930281,15930281-Table1,Bone Marrow,,,,
15930337,15930337-TableS4,Bladder,,,,
15930337,15930337-TableS3,Bladder,,,,
15930339,15930339-Table4,Bladder,,,,
15930339,15930339-Table2,Bladder,,,,
15930339,15930339-Table3,Bladder,,,,
15930340,15930340-Table2,Endometrial,,,,
15930340,15930340-Table1,Endometrial,,,,
15930348,15930348-Table2,Lung,,,,
15931389,15931389-table3,Prostate,"Lymphoma, Leukemia, Brain, Stem Cell",,,
15933052,15933052-Table1,Lymphoma,,,,
15940248,15940248-SuppTable2,Uterine,,,,
15940248,15940248-SuppTable3,Uterine,,,,
15940248,15940248-Table1,Uterine,,,,
15940248,15940248-Table2,Uterine,,,,
15940248,15940248-SuppTable1,Uterine,,,,
15940248,15940248-Table3,Uterine,,,,
15940270,15940270-Figure2D,Ovarian,,,,
15940270,15940270-Figure1D,Ovarian,,,,
15940270,15940270-Table3,Ovarian,,,,
15940270,15940270-Table2,Ovarian,,,,
15941854,15941854-table2,Stem Cell,,,,
15941854,15941854-table1,Stem Cell,,,,
15947096,15947096-TableS2,Bone Marrow,,,,
15947096,15947096-TableS1,Bone Marrow,,,,
15947096,15947096-TableS1b,Bone Marrow,,,,
15950496,15950496-Table2a,Leukemia,,,,
15950496,15950496-Table2b,Leukemia,,,,
15950496,15950496-Table3a,Leukemia,,,,
15950496,15950496-Table3b,Leukemia,,,,
15954879,15954879-Table6,Placenta,,,,
15954879,15954879-Table3,Placenta,,,,
15954879,15954879-Table5,Placenta,,,,
15954879,15954879-Table7,Placenta,,,,
15954879,15954879-Table4,Placenta,,,,
15955831,15955831-SuppTable1,Stem Cell,,,,
15955831,15955831-SuppTable3,Stem Cell,,,,
15955831,15955831-SuppTable4,Stem Cell,,,,
15955831,15955831-SuppTable6,Stem Cell,,,,
15955831,15955831-Table4,Stem Cell,,,,
15955831,15955831-Table7,Stem Cell,,,,
15955831,15955831-Table5,Stem Cell,,,,
15955831,15955831-SuppTable2,Stem Cell,,,,
15955831,15955831-Table6,Stem Cell,,,,
15955831,15955831-SuppTable5,Stem Cell,,,,
15958054,15958054-Table2,Stomach,,,,
15958054,15958054-Table3,Stomach,,,,
15958547,15958547-SuppTable2,Pancreas,,,,
15958547,15958547-Table3,Pancreas,,,,
15958547,15958547-SuppTable3,Pancreas,,,,
15958557,15958557-TableS1,Stem Cell,,,,
15958557,15958557-Table1,Stem Cell,,,,
15958562,15958562-Table1,Breast,,,,
15963930,15963930-Table1,Stem Cell,,,,
15965925,15965925-Table1,Liver,,,,
15965925,15965925-STable1,Liver,,,,
15965925,15965925-STable2,Liver,,,,
15965925,15965925-STable3,Liver,,,,
15965925,15965925-STable4,Liver,,,,
15965925,15965925-STable5,Liver,,,,
15972852,15972852-Table1,Ovarian,,,,
15972966,15972966-TableS2a,Colon,,,,
15972966,15972966-TableS2b,Colon,,,,
15972966,15972966-Table1C,Colon,,,,
15976005,15976005-Table2,Breast,,,,
15976005,15976005-Table3,Breast,,,,
15980968,15980968-Table3b,Brain,,,,
15980968,15980968-Table2a,Brain,,,,
15980968,15980968-Table3a,Brain,,,,
15980968,15980968-Table2b,Brain,,,,
15982419,15982419-Table1,Colon,,,,
15982419,15982419-Table2,Colon,,,,
15982869,,Prostate,,,,
15985526,15985526-Table2,Immune,,,,
15985538,15985538-TableS1,Leukemia,,,,
15985538,15985538-Table1,Leukemia,,,,
15987422,15987422-Table2,Breast,,,,
15988020,15988020-Table1,Stem Cell,,,,
15988031,15988031-TableS5,Stem Cell,,,,
15989693,15989693-Table1,Cervical,,,,
15992370,15992370-Table1,Brain,,,,
15992799,15992799-table1,Stem Cell,,,,
15992799,15992799-table2,Stem Cell,,,,
15994931,15994931-Table4a,In Vitro,,,,
15994931,15994931-Table4b,In Vitro,,,,
15994935,15994935-Table3a,Kidney,,,,
15994935,15994935-Table3b,Kidney,,,,
15994966,15994966-Table2,Sarcoma,,,,
16007088,16007088-Table1,Stem Cell,,,,
16007138,16007138-Table1a,Lung,,,,
16007138,16007138-Table1b,Lung,,,,
16007138,16007138-Table3a,Lung,,,,
16007138,16007138-Table3b,Lung,,,,
16007187,16007187-GeneList,Breast,,,,
16007577,16007577-Table2,Stem Cell,,,,
16007577,16007577-Table3,Stem Cell,,,,
16012520,16012520-Table2,Stem Cell,,,,
16014634,16014634-Table1,Brain,,,,
16014681,16014681-table2,Stem Cell,,,,
16014971,16014971-Table1,Lung not cancer,,,,
16024625,16024625-SuppTable2a,Colon,,,,
16024625,16024625-SuppTable2b,Colon,,,,
16024625,16024625-Table1,Colon,,,,
16024939,16024939-Table2,Breast,,,,
16024939,16024939-Table1,Breast,,,,
16027733,16027733-Table2b,Thyroid,,,,
16027733,16027733-Table2a,Thyroid,,,,
16037401,16037401-Table2,Liver,,,,
16042785,16042785-tableS3,Prostate,,,,
16042785,16042785-tableS4,Prostate,,,,
16044152,16044152-SuppTable3,Breast,,,,
16044152,16044152-SuppTable2,Breast,,,,
16049284,16049284-Table2,General,,,,
16049284,16049284-Table3,General,,,,
16049480,16049480-GeneList,Breast,,,,
16049682,16049682-Table3,Lung,,,,
16061205,,Colon,,,,
16061661,16061661-Table1,Ovarian,,,,
16081686,16081686-SuppTable4,Lymphoma,Leukemia,,,
16081686,16081686-SuppTable1,Lymphoma,Leukemia,,,
16081686,16081686-SuppTable2,Lymphoma,Leukemia,,,
16081686,16081686-SuppTable3,Lymphoma,Leukemia,,,
16083850,16083850-Table1,Mycobacterium,,,,
16083850,16083850-Table2,Mycobacterium,,,,
16083850,16083850-Table3,Mycobacterium,,,,
16083850,16083850-Table4,Mycobacterium,,,,
16084510,16084510-Table3,Brain,,,,
16084510,16084510-Table4,Brain,,,,
16087747,16087747-Table3,Lymphoma,,,,
16087747,16087747-Table1,Lymphoma,,,,
16087747,16087747-Table2,Lymphoma,,,,
16091131,16091131-Table5,Breast,,,,
16091735,16091735-Table2,Colon,,,,
16091735,16091735-Table1,Colon,,,,
16093247,16093247-Table3,Ovarian,,,,
16093247,16093247-Table2,Ovarian,,,,
16093247,16093247-Table1,Ovarian,,,,
16100004,16100004-Table4,Stem Cell,,,,
16100004,16100004-Table6,Stem Cell,,,,
16100004,16100004-Table3,Stem Cell,,,,
16100004,16100004-Table5,Stem Cell,,,,
16102843,16102843-Table1,Mycobacterium,,,,
16103063,16103063-Table1,Lung,,,,
16103064,16103064-Table2,Bladder,,,,
16103064,16103064-Table1,Bladder,,,,
16103065,16103065-Table2,Leukemia,,,,
16103067,16103067-Table2,Ovarian,,,,
16103083,16103083-Table1,Bladder,,,,
16104048,16104048-Table3,Liver,,,,
16104048,16104048-Table4,Liver,,,,
16106417,16106417-Figure3a,Leukemia,,,,
16106417,16106417-Figure3b,Leukemia,,,,
16106417,16106417-Figure5,Leukemia,,,,
16106417,16106417-Figure6,Leukemia,,,,
16109776,16109776-Table3,Leukemia,,,,
16109776,16109776-TableS1,Leukemia,,,,
16110340,16110340-Table2,Liver,,,,
16115903,16115903-TableS1,Breast,,,,
16115948,16115948-Table2,Ovarian,,,,
16116475,16116475-Table1,Stem Cell,,,,
16121216,16121216-TableS1,Leukemia,,,,
16121216,16121216-TableS2,Leukemia,,,,
16131529,16131529-Table1,Mycobacterium,,,,
16131529,16131529-Table2,Mycobacterium,,,,
16131529,16131529-Table3,Mycobacterium,,,,
16132688,16132688-Table1,Stem Cell,,,,
16135788,16135788-Table13,Breast,,,,
16135788,16135788-Table24,Breast,,,,
16135802,16135802-Table1,Pancreas,,,,
16138077,16138077-Table2,Liver,,,,
16138077,16138077-Table5,Liver,,,,
16138077,16138077-Table3,Liver,,,,
16140871,16140871-Table1,Leukemia,Stem Cell,,,
16140871,16140871-SuppTable7,Leukemia,Stem Cell,,,
16140920,16140920-Table1b,Brain,,,,
16140920,16140920-Table1a,Brain,,,,
16140930,16140930-Table1a,Lymphoma,,,,
16140930,16140930-Table1b,Lymphoma,,,,
16140930,16140930-Table1c,Lymphoma,,,,
16140955,16140955-Table2,Leukemia,,,,
16141321,16141321-Figure1,Breast,,,,
16141321,16141321-Table2,Breast,,,,
16143142,16143142-Table3,Colon,,,,
16143142,,Colon,,,,
16143142,16143142-Table4,Colon,,,,
16143142,,Colon,,,,
16144796,16144796-Table4,Leukemia,,,,
16144925,16144925-Table1,Breast,,,,
16144934,16144934-Table3,Ovarian,,,,
16150627,16150627-Table2,Mycobacterium,,,,
16151515,16151515-TableS6,Stem Cell,,,,
16151515,16151515-TableS2,Stem Cell,,,,
16151515,16151515-TableS5,Stem Cell,,,,
16151515,16151515-TableS3,Stem Cell,,,,
16151515,16151515-TableS1,Stem Cell,,,,
16151515,16151515-TableS4,Stem Cell,,,,
16152586,16152586-Table1,Breast,,,,
16156898,16156898-Table1,Colon,,,,
16158056,16158056-Table3,Colon,,,,
16158056,16158056-Table1,Colon,,,,
16158056,16158056-SuppTable1,Colon,,,,
16160012,16160012-Table1,Leukemia,,,,
16161006,16161006-Table1,Liver,,,,
16166195,16166195-Table2b,Testicular,,,,
16166195,16166195-Table2a,Testicular,,,,
16166195,16166195-TableS1b,Testicular,,,,
16166195,16166195-TableS1a,Testicular,,,,
16166251,16166251-table1,Stem Cell,,,,
16166288,16166288-Table4,Bone,,,,
16166618,16166618-SuppTable2,Lung not cancer,,,,
16166618,16166618-SuppTable1,Lung not cancer,,,,
16166618,16166618-Table2,Lung not cancer,,,,
16166618,16166618-Table4,Lung not cancer,,,,
16166618,16166618-SuppTable5,Lung not cancer,,,,
16166618,16166618-SuppTable3,Lung not cancer,,,,
16166618,16166618-SuppTable4,Lung not cancer,,,,
16168083,16168083-Table1,Sarcoma,,,,
16168083,16168083-Table2,Sarcoma,,,,
16174304,16174304-Figure2,Lung not cancer,,,,
16178058,16178058-Table6,Brain,,,,
16178058,16178058-Table5,Brain,,,,
16179008,16179008-table1,Stem Cell,,,,
16188652,16188652-table1b,Stem Cell,,,,
16188652,16188652-table1a,Stem Cell,,,,
16189266,16189266-Table2,Leukemia,,,,
16191192,16191192-Table2,Stem Cell,,,,
16195394,16195394-Table2,Embryo,,,,
16195407,16195407-Table1,Prostate,,,,
16195407,16195407-Table2,Prostate,,,,
16195754,16195754-table1,Prostate,,,,
16195754,16195754-table2,Prostate,,,,
16203770,16203770-TableS1,Prostate,,,,
16203770,16203770-Table3,Prostate,,,,
16203770,16203770-Table4,Prostate,,,,
16203778,16203778-Table2,Ovarian,,,,
16203795,16203795-Table1,Bladder,,,,
16203795,16203795-Table2,Bladder,,,,
16204010,16204010-SuppTable,Ovarian,,,,
16207250,16207250-Table2,Lung,,,,
16207250,16207250-Table1,Lung,,,,
16207250,16207250-TableS2,Lung,,,,
16207381,16207381-Table1Sb,Stem Cell,,,,
16207381,16207381-Table1Sa,Stem Cell,,,,
16207477,16207477-Table3,Stem Cell,,,,
16210374,16210374-Table4,Kidney,,,,
16210374,16210374-Table3,Kidney,,,,
16210406,16210406-tableS4,Stem Cell,,,,
16210406,16210406-table1,Stem Cell,,,,
16217257,16217257-Table2,Stem Cell,,,,
16227602,16227602-Table1,Colon,,,,
16228831,16228831-Table3,Colon,,,,
16230383,16230383-Table2,Sarcoma,,,,
16230383,16230383-Table3,Sarcoma,,,,
16232197,16232197-Table6,Lung,,,,
16232197,16232197-Table3,Lung,,,,
16232197,16232197-Table2,Lung,,,,
16232199,16232199-Table2,Brain,,,,
16233689,,Breast,,,,
16237459,16237459-TableS2,Lung,,,,
16239301,16239301-SuppTable2a,Breast,,,,
16239301,16239301-SuppTable3,Breast,,,,
16239301,16239301-Table3,Breast,,,,
16239301,16239301-SuppTable2b,Breast,,,,
16239301,16239301-Table1,Breast,,,,
16239301,16239301-Table2,Breast,,,,
16243790,16243790-Table4,Leukemia,,,,
16243790,16243790-Table2,Leukemia,,,,
16243817,16243817-Table2,Breast,,,,
16247463,16247463-Table2,Liver,,,,
16247478,16247478-Table1,Stem Cell,,,,
16247483,16247483-Table1,Skin,,,,
16249385,16249385-Table2,Leukemia,,,,
16249385,16249385-Table3,Leukemia,,,,
16254190,16254190-Table1,Skin,,,,
16254190,16254190-Table2,Skin,,,,
16254190,16254190-Table3,Skin,,,,
16254373,16254373-Table3,Viral,,,,
16263424,16263424-Table2,Stem Cell,,,,
16263424,16263424-Table3,Stem Cell,,,,
16265353,16265353-Table1,Bladder,,,,
16265353,16265353-Table2,Bladder,,,,
16265353,16265353-SuppTable1,Bladder,,,,
16265353,16265353-SuppTable2,Bladder,,,,
16266895,16266895-Figure1,Leukemia,Stem Cell,,,
16266989,16266989-Table2,Breast,,,,
16269079,16269079-TableS4,Stem Cell,,,,
16269079,16269079-Table1,Stem Cell,,,,
16269079,16269079-TableS2,Stem Cell,,,,
16269079,16269079-TableS1,Stem Cell,,,,
16269622,16269622-Table2,Stem Cell,,,,
16269622,16269622-Table1,Stem Cell,,,,
16270046,16270046-SuppTable1,Lymphoma,Leukemia,,,
16272564,16272564-Table1,Stem Cell,,,,
16273092,16273092-TableS1a,In Vitro,,,,
16273092,16273092-TableS1b,In Vitro,,,,
16273092,16273092-TableS1c,In Vitro,,,,
16273092,16273092-TableS1d,In Vitro,,,,
16273092,16273092-TableS1e,In Vitro,,,,
16273640,16273640-Table3,Mycobacterium,,,,
16277667,16277667-SuppTable1b,Lymphoma,,,,
16277667,16277667-SuppTable1a,Lymphoma,,,,
16278387,16278387-Table1,Lung,,,,
16280042,16280042-GeneList,Breast,,,,
16284748,16284748-TableS2,Bone,,,,
16284748,16284748-TableS3,Bone,,,,
16284748,16284748-TableS4,Bone,,,,
16287073,16287073-Table4,Ovarian,,,,
16287073,16287073-Table3,Ovarian,,,,
16288009,16288009-Table3,Stem Cell,,,,
16288009,16288009-SuppTable2,Stem Cell,,,,
16288009,16288009-Table2,Stem Cell,,,,
16288011,16288011-SuppTable1,Brain,,,,
16288033,16288033-SuppTable1,Prostate,,,,
16288033,16288033-Table1,Prostate,,,,
16288054,16288054-Table2b,Ovarian,,,,
16288205,16288205-GeneTable2,Breast,,,,
16288205,16288205-GeneTable3,Breast,,,,
16288205,16288205-GeneTable4,Breast,,,,
16289389,16289389-Table2b,Lung,,,,
16289389,16289389-TableS1,Lung,,,,
16289389,16289389-Table2a,Lung,,,,
16291580,16291580-Table2b,Lymphoma,,,,
16291580,16291580-Table2a,Lymphoma,,,,
16293578,16293578-SuppTable2,Stem Cell,,,,
16293602,16293602-TableS1,Stem Cell,,,,
16293602,16293602-Table1,Stem Cell,,,,
16310191,16310191-Table2,Leukemia,,,,
16317158,16317158-Table2,Breast,,,,
16317158,16317158-Table3,Breast,,,,
16318415,16318415-TableS1,Kidney,,,,
16319128,,Uterine,,,,
16319131,16319131-table1,Stem Cell,,,,
16321836,16321836-Figure3a,Lymphoma,Leukemia,,,
16321836,16321836-Figure3b,Lymphoma,Leukemia,,,
16322222,16322222-Table1,Breast,,,,
16322222,16322222-SuppTable2,Breast,,,,
16322222,16322222-Table2,Breast,,,,
16322246,16322246-Table1,Stem Cell,,,,
16322341,16322341-Table2,Endometrial,"Breast, Uterus",tamoxifen,,
16327432,16327432-Table1,Liver,,,,
16327432,16327432-Table2,Liver,,,,
16328032,16328032-Table2a,Liver,,,,
16328032,16328032-Table2b,Liver,,,,
16328032,16328032-Table2c,Liver,,,,
16328032,16328032-Table3a,Liver,,,,
16328032,16328032-Table3b,Liver,,,,
16328032,16328032-Table3c,Liver,,,,
16328032,16328032-Table4a,Liver,,,,
16328032,16328032-Table4b,Liver,,,,
16328032,16328032-Table4c,Liver,,,,
16328032,16328032-Table5a,Liver,,,,
16328032,16328032-Table5b,Liver,,,,
16328032,16328032-Table5c,Liver,,,,
16328032,16328032-Table6,Liver,,,,
16328331,16328331-Table2,Mycobacterium,,,,
16341039,16341039-TableS7,Leukemia,,,,
16341039,16341039-TableS1,Leukemia,,,,
16341039,16341039-TableS11,Leukemia,,,,
16341039,16341039-Table1,Leukemia,,,,
16341039,16341039-TableS2,Leukemia,,,,
16341039,16341039-TableS8,Leukemia,,,,
16353136,16353136-Table2,Uterine,,,,
16353136,16353136-Table4,Uterine,,,,
16353136,16353136-Table3,Uterine,,,,
16355723,16355723-table2a,Stem Cell,,,,
16355723,16355723-table2b,Stem Cell,,,,
16356477,16356477-Table1,Breast,,,,
16356833,16356833-Table1,Brain,,,,
16357148,16357148-Table1b,Lung,,,,
16357148,16357148-Table1a,Lung,,,,
16357169,16357169-SuppTable3,Prostate,,,,
16357169,16357169-Table1,Prostate,,,,
16357169,16357169-SuppTable4,Prostate,,,,
16357169,16357169-SuppTable2,Prostate,,,,
16357179,16357179-Table2,Lymphoma,,,,
16357179,16357179-Table1,Lymphoma,,,,
16359678,16359678-Table1,Lung not cancer,,,,
16359678,16359678-Table2,Lung not cancer,,,,
16364039,16364039-Table2,Esophagus,,,,
16365062,16365062-table2,Prostate,,,,
16365179,16365179-TableA3,Head and Neck Cancer,,,,
16365179,16365179-TableA2,Head and Neck Cancer,,,,
16367923,16367923-Table2,Stomach,,,,
16368891,16368891-TableS2,Stem Cell,,,,
16368891,16368891-TableS1,Stem Cell,,,,
16368891,16368891-Table1,Stem Cell,,,,
16371738,16371738-Table4,Stomach,,,,
16373696,16373696-Table2,Brain,,,,
16373702,16373702-Table3,Lymphoma,,,,
16373702,16373702-Table2a,Lymphoma,,,,
16373702,16373702-Table1a,Lymphoma,,,,
16373702,16373702-Table1b,Lymphoma,,,,
16373702,16373702-Table2b,Lymphoma,,,,
16380157,16380157-Table2b,Endometrial,,,,
16380157,16380157-Table2a,Endometrial,,,,
16380451,16380451-Table3,Liver,,,,
16380451,16380451-Table4,Liver,,,,
16381821,16381821-SuppTable2,Brain,,,,
16381821,16381821-SuppTable3,Brain,,,,
16381821,16381821-SuppTable4,Brain,,,,
16384534,16384534-Figure5a,Mycobacterium,,,,
16384534,16384534-Figure5b,Mycobacterium,,,,
16384534,16384534-Figure6,Mycobacterium,,,,
16384534,16384534-Figure7,Mycobacterium,,,,
16391795,16391795-Table4,Breast,,,,
16391795,16391795-Table3,Breast,,,,
16397228,16397228-Table1,Brain,,,,
16397228,16397228-Table2,Brain,,,,
16397228,16397228-Table3,Brain,,,,
16397233,16397233-Table1,Liver,,,,
16397233,16397233-Table2,Liver,,,,
16397240,16397240-Table1a,Colon,,,,
16397240,16397240-Table1d,Colon,,,,
16397240,16397240-Table1b,Colon,,,,
16397240,16397240-Table1c,Colon,,,,
16397240,16397240-SuppTable3,Colon,,,,
16397240,16397240-Table1e,Colon,,,,
16397240,16397240-SuppTable9,Colon,,,,
16397240,16397240-SuppTable4,Colon,,,,
16397240,16397240-SuppTable5,Colon,,,,
16397242,16397242-Table1,Testicular,,,,
16403914,16403914-TableS1,Lymphoma,,,,
16404635,16404635-Table2,Ovarian,,,,
16404635,16404635-Table3,Ovarian,,,,
16407496,16407496-Table1,Thyroid,,,,
16407496,16407496-Table2,Thyroid,,,,
16407838,16407838-Table1,Lung,,,,
16410819,16410819-Table1,Viral,,,,
16410819,16410819-Table4,Viral,,,,
16410819,16410819-Table3,Viral,,,,
16410819,16410819-Table2,Viral,,,,
16410819,16410819-Table5,Viral,,,,
16414199,16414199-table3,Stem Cell,,,,
16414199,16414199-table2,Stem Cell,,,,
16417408,16417408-Figure4,Breast,,,,
16419162,,Colon,,,,
16420441,16420441-Table1,Brain,,,,
16420441,16420441-Table2,Brain,,,,
16421595,16421595-Table3,Ovarian,,,,
16423051,16423051-Table2,Leukemia,,,,
16423051,16423051-Table1,Leukemia,,,,
16423051,16423051-Table3,Leukemia,,,,
16423883,16423883-Table3S,Liver,,,,
16423883,16423883-Table1S,Liver,,,,
16423883,16423883-Table3,Liver,,,,
16423883,16423883-Table2,Liver,,,,
16423883,16423883-Table2S,Liver,,,,
16423987,16423987-SuppTable3c,Leukemia,,,,
16423987,16423987-SuppTable3d,Leukemia,,,,
16423987,16423987-SuppTable3f,Leukemia,,,,
16423987,16423987-SuppTable3e,Leukemia,,,,
16423987,16423987-SuppTable3h,Leukemia,,,,
16423987,16423987-SuppTable3a,Leukemia,,,,
16423987,16423987-SuppTable3g,Leukemia,,,,
16423987,16423987-SuppTable3b,Leukemia,,,,
16424041,16424041-SuppTable1,Brain,,,,
16424041,16424041-SuppTable2,Brain,,,,
16425275,16425275-Table2a,Kidney,,,,
16425275,16425275-Table2b,Kidney,,,,
16425275,16425275-Table2c,Kidney,,,,
16425275,16425275-Table2d,Kidney,,,,
16433906,16433906-Table1,Prostate,,,,
16434974,16434974-Table1,Stem Cell,,,,
16434974,16434974-Table2,Stem Cell,,,,
16434974,16434974-Table3,Stem Cell,,,,
16437679,16437679-Table1,Viral,,,,
16440291,16440291-Table1,Head and Neck Cancer,,,,
16440291,16440291-SuppTable1,Head and Neck Cancer,,,,
16449190,16449190-Table1,Lung,,,,
16449190,16449190-TableS1,Lung,,,,
16449971,16449971-Table1,Brain,,,,
16449976,16449976-SuppTable2,Esophagus,,,,
16449976,16449976-Table1,Esophagus,,,,
16449976,16449976-SuppTable1,Esophagus,,,,
16452211,16452211-Table1,Stem Cell,,,,
16455817,16455817-Figure1C,Ovarian,,,,
16455817,16455817-Figure1D,Ovarian,,,,
16455817,16455817-Figure1B,Ovarian,,,,
16455817,16455817-Figure1E,Ovarian,,,,
16455817,16455817-Figure1A,Ovarian,,,,
16455954,16455954-Table2,Stem Cell,,,,
16455954,16455954-Table1,Stem Cell,,,,
16455954,16455954-TableS2,Stem Cell,,,,
16455954,16455954-TableS1,Stem Cell,,,,
16457687,16457687-GeneList,Breast,,,,
16458935,16458935-Table2,Leukemia,,,,
16458935,16458935-Table3,Leukemia,,,,
16465392,16465392-Table1,Breast,,,,
16467078,16467078-Table2b,Ovarian,,,,
16467078,16467078-Table2c,Ovarian,,,,
16467078,16467078-Table2a,Ovarian,,,,
16467079,16467079-Table3b,Head and Neck Cancer,,,,
16467079,16467079-Table3a,Head and Neck Cancer,,,,
16467079,16467079-Table2a,Head and Neck Cancer,,,,
16467079,16467079-Table2b,Head and Neck Cancer,,,,
16467094,16467094-Table3,Breast,,,,
16467094,16467094-Table2,Breast,,,,
16467094,16467094-Table4,Breast,,,,
16470362,16470362-Table1,Bone Marrow,,,,
16470729,16470729-Table1,Development,,,,
16473350,16473350-Table2,Brain,,,,
16473350,16473350-Table1,Brain,,,,
16474848,16474848-SuppTable1,Prostate,,,,
16474848,16474848-Table2,Prostate,,,,
16476973,16476973-Table1,Viral,,,,
16478745,16478745-SuppTable1,Breast,,,,
16478745,16478745-SuppTable1-short,Breast,,,,
16479007,16479007-Table3,Stem Cell,,,,
16479017,16479017-Table1,Stem Cell,,,,
16479545,16479545-SuppTable1,Lung not cancer,,,,
16479545,16479545-Table1,Lung not cancer,,,,
16479545,16479545-Table2,Lung not cancer,,,,
16483748,16483748-Table1,TB,,,,
16484296,16484296-Table3,Liver,,,,
16484322,16484322-SuppTable3,Stem Cell,,,,
16484322,16484322-Table2,Stem Cell,,,,
16484322,16484322-SuppTable2,Stem Cell,,,,
16484322,16484322-SuppTable1,Stem Cell,,,,
16484591,16484591-Table4,Lymphoma,,,,
16488994,16488994-SuppTable1a,Lung,,,,
16488994,16488994-SuppTable1b,Lung,,,,
16488994,,Lung,,,,
16489042,16489042-SuppTable1a,Head and Neck Cancer,,,,
16489042,16489042-SuppTable1b,Head and Neck Cancer,,,,
16489063,16489063-Table2,Head and Neck Cancer,,,,
16491124,16491124-Table1,Breast,,,,
16491124,16491124-SuppTable1,Breast,,,,
